respondent_id,role,class_name,submitted_at,S0.1,S0.2,S0.3,S0.4,S1.1,S1.1__freetext,S1.2,S1.3,S1.4,S1.5,S1.6,S2.1,S2.2,S2.3,S2.4,S2.4__freetext,S2.5,S3.1,S3.2,S3.3,S3.4,S3.5,S3.6,S3.7,S4.1,S4.2,S4.3,S4.4,S4.5,S5.1,S5.2,S5.3,S5.4,S5.5,S6.1,S6.2,S6.3,S6.4,S7.1,S7.2,S7.3
S064,student,1CHIF,2026-05-12T11:59:42.1800000,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini|Perplexity|DeepL|GitHub Copilot|Grammarly|Claude Code|Claude Cowork|Novedu|Keines,,"Ja, über 10 €/Monat",Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Smartphone,1,Gar nicht,"Beim Programmieren (Fehler finden, Code verstehen)|Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten",Weiß ich noch nicht,Angewandte Mathematik|Programmierunterricht|Physik,STSW,"Deep talks führen, wenn es einem schlecht geht","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen",Schritt-für-Schritt-Anleitungen,Die komplette Lösung zeigen und erklären,4,"Ja, vereinfachte Sprache wäre hilfreich",die freundschaft und liebe zwischen roboter und mensch,1,3,4,2,4,"Personalisiertes Lerntempo|Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",2,1,Immer,1,1,1,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Nein, mir reicht eine gute Antwort",falsche antworten ,Hilfe beim lernen,
S065,student,1CHIF,2026-05-12T11:59:43.6066667,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini|Claude Code,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Texte schreiben oder verbessern|Programmieren und Fehlersuche im Code",Laptop,2,Täglich,Zur Vorbereitung auf Tests und Schularbeiten,Weiß ich noch nicht,Programmierunterricht|Physik,,MEHR UPlouds bessere erkläreungen ohne unnötige infos ,Stoff Schritt für Schritt erklären,"Kurze, knappe Antworten","Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",2,"Ja, vereinfachte Sprache wäre hilfreich",,4,2,3,4,3,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",2,2,Selten,1,3,4,Ist mir egal,"Um zu sehen, ob der KI-Tutor gut funktioniert","Nein, mir reicht eine gute Antwort",prsöhnilich daten eingeben ,ka,
S066,student,1CHIF,2026-05-12T11:59:45.6366667,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini|Claude Code,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Smartphone,1,Täglich,"Beim Programmieren (Fehler finden, Code verstehen)|Zur Vorbereitung auf Tests und Schularbeiten|Bei Hausübungen, wenn ich nicht weiterkomme",Beides gleichermaßen,Programmierunterricht|Angewandte Mathematik|Physik,STSW,bessere und korrekte antworten führen und auch eine roboter freund .__.,"Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Schritt-für-Schritt-Anleitungen,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",4,"Ja, vereinfachte Sprache wäre hilfreich",die freundschaft und Liebe zwischen Roboter und Mensch,4,1,3,2,4,"Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",3,4,Meistens,2,3,2,Ist mir egal,Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend",falsche Antworten,Hilfe beim Lernen,
S067,student,1CHIF,2026-05-12T12:00:23.6400000,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Nein, noch nie",ChatGPT|Google Gemini|Microsoft Copilot,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Programmieren und Fehlersuche im Code",Smartphone,3,Täglich,"Zur Vorbereitung auf Tests und Schularbeiten|Bei Hausübungen, wenn ich nicht weiterkomme|Beim Programmieren (Fehler finden, Code verstehen)",Beides gleichermaßen,Programmierunterricht|Angewandte Mathematik|Physik,,Alles,"Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Schritt-für-Schritt-Anleitungen,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",4,"Nein, Deutsch reicht völlig",Unendliche Uploads,3,3,4,2,3,Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen|Personalisiertes Lerntempo,3,3,Immer,1,2,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",faslche Antworten,Ich verstehe die Frage nd,nein
S068,student,1CHIF,2026-05-12T12:00:27.5433333,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",ChatGPT|Google Gemini|Claude Code,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Smartphone,3,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)|Um Texte zu verbessern oder Feedback zu bekommen",Beides gleichermaßen,Angewandte Mathematik|Deutsch|Physik,,Einfach und besser erklären. Nicht Kostenpflichtig sein.,"Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Sich an mein Lerntempo und meinen Wissensstand anpassen|Zusammenfassungen von Unterrichtsmaterial erstellen",Schritt-für-Schritt-Anleitungen,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich","Übungs Spiele erstellen. Quiz oder so was erstellen da,it man lernen kann. ",3,1,3,4,3,"Gezielte Vorbereitung auf Prüfungen|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Personalisiertes Lerntempo",2,4,Manchmal,2,4,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Kostenpflicht ist ein No Go.,Fürs Lernen.,
S069,student,1CHIF,2026-05-12T12:01:24.5700000,9. Schulstufe (1. Klasse Oberstufe),Informatik,4,"Nein, noch nie",ChatGPT|Google Gemini|Microsoft Copilot|Claude Code,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Prüfungsvorbereitung|Zusammenfassungen erstellen",Smartphone,2,Täglich,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Um Texte zu verbessern oder Feedback zu bekommen",Hauptsächlich im Unterricht,Physik|Angewandte Mathematik,,Er müsste leicher die themen erklären rest ist alles gut!!!!,"Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Schritt-für-Schritt-Anleitungen,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",4,"Ja, vereinfachte Sprache wäre hilfreich",Virtuelle chat bot,4,2,3,3,3,"Personalisiertes Lerntempo|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",2,2,Meistens,1,2,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend","wenn er viele fehöer macht
.",besser lernen,nö ;)
S070,student,1CHIF,2026-05-12T12:01:28.7766667,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",ChatGPT|Google Gemini|Perplexity,manus,Nein,Etwa einmal pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Prüfungsvorbereitung|Zusammenfassungen erstellen",Smartphone,2,Seltener,"Zur Vorbereitung auf Tests und Schularbeiten|Bei Hausübungen, wenn ich nicht weiterkomme|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Beides gleichermaßen,Programmierunterricht|Angewandte Mathematik|Physik,,Er müsste mehr Erfahrung mit dem Schulischen Systhem und den spezifischen Fächern und Anforderungen der HTL haben.,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Zusammenfassungen von Unterrichtsmaterial erstellen",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Nein, Deutsch reicht völlig",,2,2,2,3,3,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Individuelles Feedback auf meine Aufgaben|Gezielte Vorbereitung auf Prüfungen",2,3,Selten,1,1,2,Ist mir egal,Um häufige Missverständnisse zu erkennen,"Ja, Quellenangaben sind mir wichtig",Wenn er so allem was du sagst zustimmt.,Lernen.,
S071,student,1CHIF,2026-05-12T12:01:35.5966667,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",ChatGPT|Google Gemini|Claude Code,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Zusammenfassungen erstellen",Laptop,2,Täglich,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Hauptsächlich zu Hause,Programmierunterricht|Angewandte Mathematik|Physik,,erklären damit man es versteht und dich abfragt solange man es verstanden hat,Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen,Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",Aufgaben die beim Test kommen ,3,2,3,4,4,"Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",2,2,Manchmal,1,2,2,Nur wenn ich vorher informiert werde,Um den Unterricht besser an unsere Fragen anzupassen|Um häufige Missverständnisse zu erkennen,"Ja, Quellenangaben sind mir wichtig",Falsche Antworten,lernen und verstehen,Ich freue mich :)
S072,student,1CHIF,2026-05-12T12:02:23.3833333,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini,,Nein,Seltener,"Erklärungen zu Themen, die ich nicht verstehe|Zusammenfassungen erstellen|Prüfungsvorbereitung",Smartphone,2,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Zum eigenständigen Vertiefen über den Unterricht hinaus",Beides gleichermaßen,Angewandte Mathematik|Programmierunterricht|Physik,,"Gute Erklärungen am besten auch einfach erklärt soll gut verstehen was ich will gratis und nicht wie bei chatgpt, dass man nur paar anfragen stellen kann und man dann chatgpt go braucht","Stoff Schritt für Schritt erklären|Zusammenfassungen von Unterrichtsmaterial erstellen|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten",Schritt-für-Schritt-Anleitungen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,"Ja, vereinfachte Sprache wäre hilfreich",eine Art audio funktion die man im unterricht anmachen kann und er hört dann zu und fasst dann alles zusammen wäre sehr nützlich wenn der lehrer viel redet und man sich nicht alles merken kann,3,2,3,3,3,"Personalisiertes Lerntempo|Gezielte Vorbereitung auf Prüfungen|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",3,3,Manchmal,1,2,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um häufige Missverständnisse zu erkennen,"Wäre nett, aber nicht entscheidend",Daten an andere Leute weiter geben,lernen,nicht wirklich :)
S073,student,1CHIF,2026-05-12T12:03:23.1766667,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",ChatGPT|Google Gemini|Claude Code,,Weiß nicht (z.B. Eltern zahlen),Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Smartphone,1,Seltener,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Weiß ich noch nicht,Programmierunterricht|Physik,,"Er sollte die gleiche information und qualität liefern können wie chatgpt go premium etc aber kostenlos, zB. Mehrer Bilder jedoch immernoch sehr gute qualität, deep talks führen können","Stoff Schritt für Schritt erklären|Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen",Das hängt vom Thema ab — ich möchte wählen können,Die komplette Lösung zeigen und erklären,4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",Bei bestimmten sachen erzählen sie nicht die wahrheit entweder weil sie sich in dem themen bereich nicht auskennen woran ich stark zweifle her weil man die kostenpflichtige version nicht hat mir wäre es wichtig das dass ki tool genau so gut ist wie ein kostenpflichtiges jedoch kostenlos,2,2,3,3,4,Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben|Bessere Erklärungen als im Lehrbuch,2,3,Selten,1,2,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um den Unterricht besser an unsere Fragen anzupassen|Um häufige Missverständnisse zu erkennen,"Wäre nett, aber nicht entscheidend",ein lmiit,übersichtlich zu sein mit emojis arbeiten farben wie zb GPT,
S074,student,1CHIF,2026-05-12T12:05:12.3066667,9. Schulstufe (1. Klasse Oberstufe),Informatik,1,"Ja, ein paar Mal ausprobiert",Microsoft Copilot|ChatGPT,,Nein,Mehrmals pro Woche,Programmieren und Fehlersuche im Code,Laptop,3,Etwa einmal pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Hauptsächlich zu Hause,Programmierunterricht|Physik,,Sie soll Emotionen haben!,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten",Schritt-für-Schritt-Anleitungen,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",4,"Nein, Deutsch reicht völlig",Sie soll an anderen  chat verläufe zugriff haben,3,1,1,4,3,Individuelles Feedback auf meine Aufgaben,2,4,Immer,1,4,1,Ist mir egal,"Um zu sehen, ob der KI-Tutor gut funktioniert","Ja, Quellenangaben sind mir wichtig",N/A,N/A,
S075,student,1CHIF,2026-05-12T12:06:20.1666667,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini,,Nein,Seltener,"Erklärungen zu Themen, die ich nicht verstehe|Übersetzungen|Programmieren und Fehlersuche im Code",Smartphone,1,Etwa einmal pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Hauptsächlich zu Hause,,nichts :),keine ahnung vielleicht besser programmieren,Stoff Schritt für Schritt erklären|Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Quellen und weiterführende Links anbieten,"Kurze, knappe Antworten",Die komplette Lösung zeigen und erklären,2,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",was weis ich ,2,1,2,3,2,Gezielte Vorbereitung auf Prüfungen,2,4,Selten,2,3,3,Ist mir egal,Für keinen Zweck — meine Chats sollen privat bleiben,"Nein, mir reicht eine gute Antwort",kein,e,Ahnung
S076,student,1CHIF,2026-05-12T12:06:23.3033333,9. Schulstufe (1. Klasse Oberstufe),Informatik,2,"Nein, noch nie",ChatGPT|Microsoft Copilot|Claude Cowork|Google Gemini,,Nein,Etwa einmal pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Texte schreiben oder verbessern",Smartphone,2,Etwa einmal pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Weiß ich noch nicht,Programmierunterricht|Physik|Angewandte Mathematik,,leichte erklärungen so wie im unterricht ,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,"Ja, vereinfachte Sprache wäre hilfreich",,3,2,3,3,3,Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben,2,4,Manchmal,1,2,3,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um den Unterricht besser an unsere Fragen anzupassen|Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend",daten witer geben usw,schule und lerenen vielleicht auch zum rechschechieren,
S077,student,1CHIF,2026-05-12T12:06:36.8500000,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",ChatGPT,,Nein,Seltener,"Erklärungen zu Themen, die ich nicht verstehe|Prüfungsvorbereitung",Smartphone,1,Etwa einmal pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Zum eigenständigen Vertiefen über den Unterricht hinaus",Hauptsächlich zu Hause,Physik,,gut erklären,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,"Ja, vereinfachte Sprache wäre hilfreich",,3,1,3,3,3,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",1,2,Manchmal,3,1,2,Ist mir egal,"Um den Unterricht besser an unsere Fragen anzupassen|Um zu sehen, ob der KI-Tutor gut funktioniert|Um häufige Missverständnisse zu erkennen","Wäre nett, aber nicht entscheidend",Einem von falschen Lösungswegen überzeugen,Lernen,
S078,student,1CHIF,2026-05-12T12:06:39.9333333,9. Schulstufe (1. Klasse Oberstufe),Informatik,4,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini|GitHub Copilot|Claude Code,,Nein,Seltener,"Erklärungen zu Themen, die ich nicht verstehe|Prüfungsvorbereitung",Smartphone,1,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Zum eigenständigen Vertiefen über den Unterricht hinaus",Hauptsächlich zu Hause,Angewandte Mathematik|Physik|Programmierunterricht,,"Das sie genauer arbeiten
","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen",Schritt-für-Schritt-Anleitungen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, vereinfachte Sprache wäre hilfreich",,4,1,3,4,3,"Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",2,4,Manchmal,4,2,3,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um den Unterricht besser an unsere Fragen anzupassen,"Ja, Quellenangaben sind mir wichtig",Daten weiter geben also meine persönlichen daten ,Beim Lernen,Sollte erlaubt sein da es denn Schülern eine große Hilfe ist und ihnen sogar das Wissen erweitert
S079,student,1CHIF,2026-05-12T12:06:50.7166667,9. Schulstufe (1. Klasse Oberstufe),Informatik,3,"Ja, regelmäßig",Perplexity,,Nein,Mehrmals pro Woche,"Prüfungsvorbereitung|Erklärungen zu Themen, die ich nicht verstehe",Desktop-PC,1,Mehrmals pro Woche,Zur Vorbereitung auf Tests und Schularbeiten|Zum eigenständigen Vertiefen über den Unterricht hinaus,Hauptsächlich zu Hause,Physik|Angewandte Mathematik,Rechnungswesen und Betriebswirtschaftsorganisation,Zugriff auf aktuelle themen und eine summary von dem Schüler zB wie gut der Schüler in verschiedenen Fächern oder Themen ist,Stoff Schritt für Schritt erklären|Zusammenfassungen von Unterrichtsmaterial erstellen|Sich an mein Lerntempo und meinen Wissensstand anpassen,Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, vereinfachte Sprache wäre hilfreich",Schüller Summary wie gut er dabei ist (Schüler score),3,1,2,3,3,Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben|Personalisiertes Lerntempo,1,2,Manchmal,1,3,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Nein, mir reicht eine gute Antwort",Weiß ich nicht,Weiß ich nicht,Weiß ich nicht
